label_a,Lifestyle_(sociology),Entertainment,Music_combined,Video_game_combined,Sport,Vehicle
Lifestyle_(sociology),2.0749076251259657,0.8885252895512387,0.4282060157147341,0.2203007157374531,1.0367506447355714,2.0465883133316365
Entertainment,0.8885252895512387,2.8957091164793956,0.6978390746774735,0.380352048228962,0.4207943842843855,0.2082134384685584
Music_combined,0.4282060157147341,0.6978390746774735,4.454801559577202,0.0999771843868062,0.091789323174154,0.0674745242878704
Video_game_combined,0.2203007157374531,0.380352048228962,0.0999771843868062,8.065613906230874,0.2427228259703475,0.2470161382733822
Sport,1.0367506447355714,0.4207943842843855,0.091789323174154,0.2427228259703475,26.794631964213092,2.8096901027720125
Vehicle,2.0465883133316365,0.2082134384685584,0.0674745242878704,0.2470161382733822,2.8096901027720125,32.900133155792275
