specific_candidate_combo,n_channels,pct_nonempty_channels
Lifestyle/General + Technology + Vehicles/Motorsport + Video games,2,1.0118180346446495e-05
Music + News/Society/Politics + Religion + Sports,2,1.0118180346446495e-05
Music + Religion + Video games,2,1.0118180346446495e-05
Music + Technology,2,1.0118180346446495e-05
Music + Travel,2,1.0118180346446495e-05
Education/Explainers + Entertainment/General + Film/TV/Humor + Food + Lifestyle/General,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Film/TV/Humor + Food + Lifestyle/General + Religion,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Film/TV/Humor + Health/Fitness + Lifestyle/General + News/Society/Politics,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Film/TV/Humor + Health/Fitness + News/Society/Politics,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Film/TV/Humor + Lifestyle/General + Music + Religion,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Film/TV/Humor + Lifestyle/General + News/Society/Politics + Travel,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Film/TV/Humor + Lifestyle/General + Religion,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Film/TV/Humor + Lifestyle/General + Religion + Travel,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Film/TV/Humor + Music + Sports,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Health/Fitness + Lifestyle/General + Music,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Lifestyle/General + Music + News/Society/Politics + Religion,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Lifestyle/General + Music + Religion,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Lifestyle/General + Pets/Animals,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Lifestyle/General + Sports,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Lifestyle/General + Travel,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Lifestyle/General + Video games,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Music + News/Society/Politics,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Music + News/Society/Politics + Religion,1,5.059090173223248e-06
Education/Explainers + Entertainment/General + Sports,1,5.059090173223248e-06
Education/Explainers + Fashion/Beauty,1,5.059090173223248e-06
Education/Explainers + Fashion/Beauty + Health/Fitness + Lifestyle/General,1,5.059090173223248e-06
Education/Explainers + Film/TV/Humor + Health/Fitness + Lifestyle/General + Music,1,5.059090173223248e-06
Education/Explainers + Film/TV/Humor + Lifestyle/General + News/Society/Politics + Technology,1,5.059090173223248e-06
Education/Explainers + Film/TV/Humor + Lifestyle/General + Technology,1,5.059090173223248e-06
Education/Explainers + Food + Hobby/General interests + Lifestyle/General + Travel,1,5.059090173223248e-06
Education/Explainers + Health/Fitness + Lifestyle/General + News/Society/Politics + Technology,1,5.059090173223248e-06
Education/Explainers + Health/Fitness + Lifestyle/General + News/Society/Politics + Video games,1,5.059090173223248e-06
Education/Explainers + Health/Fitness + Music,1,5.059090173223248e-06
Education/Explainers + Health/Fitness + Religion,1,5.059090173223248e-06
Education/Explainers + Hobby/General interests + Lifestyle/General + News/Society/Politics + Religion,1,5.059090173223248e-06
Education/Explainers + Hobby/General interests + Lifestyle/General + Pets/Animals,1,5.059090173223248e-06
Education/Explainers + Hobby/General interests + Lifestyle/General + Technology + Vehicles/Motorsport,1,5.059090173223248e-06
Education/Explainers + Hobby/General interests + Lifestyle/General + Video games,1,5.059090173223248e-06
Education/Explainers + Lifestyle/General + Music + Vehicles/Motorsport,1,5.059090173223248e-06
Education/Explainers + Lifestyle/General + News/Society/Politics + Pets/Animals,1,5.059090173223248e-06
Education/Explainers + Lifestyle/General + Sports + Technology,1,5.059090173223248e-06
Education/Explainers + Lifestyle/General + Sports + Vehicles/Motorsport,1,5.059090173223248e-06
Education/Explainers + Lifestyle/General + Vehicles/Motorsport + Video games,1,5.059090173223248e-06
Education/Explainers + Music + News/Society/Politics + Video games,1,5.059090173223248e-06
Education/Explainers + Music + Video games,1,5.059090173223248e-06
Education/Explainers + News/Society/Politics + Religion + Video games,1,5.059090173223248e-06
Education/Explainers + News/Society/Politics + Technology,1,5.059090173223248e-06
Education/Explainers + News/Society/Politics + Travel,1,5.059090173223248e-06
Education/Explainers + Technology,1,5.059090173223248e-06
Education/Explainers + Vehicles/Motorsport + Video games,1,5.059090173223248e-06
Entertainment/General + Fashion/Beauty + Film/TV/Humor + Lifestyle/General + News/Society/Politics + Religion,1,5.059090173223248e-06
Entertainment/General + Fashion/Beauty + Health/Fitness + Lifestyle/General + Sports,1,5.059090173223248e-06
Entertainment/General + Fashion/Beauty + Hobby/General interests + Lifestyle/General + Video games,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Food + Health/Fitness + Lifestyle/General + News/Society/Politics,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Food + Lifestyle/General + News/Society/Politics,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Food + Lifestyle/General + Religion,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Food + Lifestyle/General + Video games,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Food + News/Society/Politics,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Food + Video games,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Health/Fitness + Hobby/General interests + Lifestyle/General + Sports,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Health/Fitness + Lifestyle/General + Religion,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Hobby/General interests + Lifestyle/General + Music + News/Society/Politics + Religion,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Hobby/General interests + Lifestyle/General + Music + Sports,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Hobby/General interests + Lifestyle/General + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Hobby/General interests + Music,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Lifestyle/General + Pets/Animals + Religion,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Lifestyle/General + Pets/Animals + Sports,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Lifestyle/General + Pets/Animals + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Lifestyle/General + Technology + Travel,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Lifestyle/General + Vehicles/Motorsport + Video games,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Music + News/Society/Politics + Religion + Video games,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Music + News/Society/Politics + Sports,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Music + News/Society/Politics + Video games,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Music + Religion + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + News/Society/Politics + Religion + Sports,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Pets/Animals + Video games,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Sports + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + Film/TV/Humor + Technology,1,5.059090173223248e-06
Entertainment/General + Food + Hobby/General interests + Lifestyle/General + Technology,1,5.059090173223248e-06
Entertainment/General + Food + Lifestyle/General + News/Society/Politics,1,5.059090173223248e-06
Entertainment/General + Food + Lifestyle/General + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + Food + Video games,1,5.059090173223248e-06
Entertainment/General + Health/Fitness,1,5.059090173223248e-06
Entertainment/General + Health/Fitness + Hobby/General interests + Lifestyle/General + Music,1,5.059090173223248e-06
Entertainment/General + Health/Fitness + Hobby/General interests + Lifestyle/General + Sports,1,5.059090173223248e-06
Entertainment/General + Health/Fitness + Lifestyle/General + Travel,1,5.059090173223248e-06
Entertainment/General + Health/Fitness + Lifestyle/General + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + Health/Fitness + Music,1,5.059090173223248e-06
Entertainment/General + Hobby/General interests + Lifestyle/General + Music + News/Society/Politics + Religion,1,5.059090173223248e-06
Entertainment/General + Hobby/General interests + Lifestyle/General + Music + Pets/Animals,1,5.059090173223248e-06
Entertainment/General + Hobby/General interests + Lifestyle/General + Music + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + Hobby/General interests + Lifestyle/General + Music + Video games,1,5.059090173223248e-06
Entertainment/General + Hobby/General interests + Lifestyle/General + News/Society/Politics + Religion,1,5.059090173223248e-06
Entertainment/General + Hobby/General interests + Lifestyle/General + News/Society/Politics + Sports + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + Hobby/General interests + Lifestyle/General + Pets/Animals + Sports,1,5.059090173223248e-06
Entertainment/General + Hobby/General interests + Lifestyle/General + Technology + Video games,1,5.059090173223248e-06
Entertainment/General + Lifestyle/General + News/Society/Politics + Pets/Animals + Religion,1,5.059090173223248e-06
Entertainment/General + Lifestyle/General + News/Society/Politics + Technology,1,5.059090173223248e-06
Entertainment/General + Lifestyle/General + News/Society/Politics + Travel,1,5.059090173223248e-06
Entertainment/General + Lifestyle/General + Pets/Animals + Travel,1,5.059090173223248e-06
Entertainment/General + Lifestyle/General + Sports + Travel,1,5.059090173223248e-06
Entertainment/General + Music + News/Society/Politics + Religion + Video games,1,5.059090173223248e-06
Entertainment/General + Music + Vehicles/Motorsport,1,5.059090173223248e-06
Entertainment/General + News/Society/Politics + Religion + Video games,1,5.059090173223248e-06
Fashion/Beauty + Film/TV/Humor + Health/Fitness + Lifestyle/General,1,5.059090173223248e-06
Fashion/Beauty + Film/TV/Humor + Lifestyle/General + News/Society/Politics,1,5.059090173223248e-06
Fashion/Beauty + Health/Fitness + Lifestyle/General + Sports,1,5.059090173223248e-06
Fashion/Beauty + Hobby/General interests + Lifestyle/General + News/Society/Politics + Video games,1,5.059090173223248e-06
Fashion/Beauty + Lifestyle/General + News/Society/Politics + Technology,1,5.059090173223248e-06
Fashion/Beauty + Lifestyle/General + Travel + Video games,1,5.059090173223248e-06
Fashion/Beauty + News/Society/Politics + Religion,1,5.059090173223248e-06
Film/TV/Humor + Food + Health/Fitness + Lifestyle/General + News/Society/Politics,1,5.059090173223248e-06
Film/TV/Humor + Food + Lifestyle/General + Music,1,5.059090173223248e-06
Film/TV/Humor + Food + Lifestyle/General + Pets/Animals,1,5.059090173223248e-06
Film/TV/Humor + Health/Fitness + Hobby/General interests + Lifestyle/General + Music + Sports,1,5.059090173223248e-06
Film/TV/Humor + Health/Fitness + Lifestyle/General + Pets/Animals,1,5.059090173223248e-06
Film/TV/Humor + Health/Fitness + Lifestyle/General + Sports,1,5.059090173223248e-06
Film/TV/Humor + Health/Fitness + Music,1,5.059090173223248e-06
Film/TV/Humor + Health/Fitness + News/Society/Politics,1,5.059090173223248e-06
Film/TV/Humor + Health/Fitness + News/Society/Politics + Religion,1,5.059090173223248e-06
Film/TV/Humor + Hobby/General interests + Lifestyle/General + Music + Sports,1,5.059090173223248e-06
Film/TV/Humor + Hobby/General interests + Lifestyle/General + News/Society/Politics,1,5.059090173223248e-06
Film/TV/Humor + Hobby/General interests + Lifestyle/General + Pets/Animals + Sports,1,5.059090173223248e-06
Film/TV/Humor + Hobby/General interests + Lifestyle/General + Religion,1,5.059090173223248e-06
Film/TV/Humor + Lifestyle/General + Music + Sports,1,5.059090173223248e-06
Film/TV/Humor + Lifestyle/General + News/Society/Politics + Sports,1,5.059090173223248e-06
Film/TV/Humor + Lifestyle/General + Sports + Vehicles/Motorsport,1,5.059090173223248e-06
Film/TV/Humor + Lifestyle/General + Technology + Video games,1,5.059090173223248e-06
Film/TV/Humor + Music + Video games,1,5.059090173223248e-06
Film/TV/Humor + Sports + Vehicles/Motorsport,1,5.059090173223248e-06
Food + Health/Fitness + Lifestyle/General + Music,1,5.059090173223248e-06
Food + Health/Fitness + Lifestyle/General + News/Society/Politics,1,5.059090173223248e-06
Food + Health/Fitness + Lifestyle/General + News/Society/Politics + Religion,1,5.059090173223248e-06
Food + Health/Fitness + Lifestyle/General + Sports,1,5.059090173223248e-06
Food + Health/Fitness + Lifestyle/General + Technology,1,5.059090173223248e-06
Food + Health/Fitness + Lifestyle/General + Video games,1,5.059090173223248e-06
Food + Hobby/General interests + Lifestyle/General + Pets/Animals + Vehicles/Motorsport,1,5.059090173223248e-06
Food + Lifestyle/General + News/Society/Politics + Travel,1,5.059090173223248e-06
Food + Lifestyle/General + Travel + Vehicles/Motorsport,1,5.059090173223248e-06
Food + Sports,1,5.059090173223248e-06
Food + Video games,1,5.059090173223248e-06
Health/Fitness + Hobby/General interests + Lifestyle/General + Technology,1,5.059090173223248e-06
Health/Fitness + Lifestyle/General + Music + News/Society/Politics,1,5.059090173223248e-06
Health/Fitness + Lifestyle/General + News/Society/Politics + Religion + Video games,1,5.059090173223248e-06
Health/Fitness + Lifestyle/General + News/Society/Politics + Sports,1,5.059090173223248e-06
Health/Fitness + Lifestyle/General + News/Society/Politics + Vehicles/Motorsport,1,5.059090173223248e-06
Health/Fitness + Lifestyle/General + Sports + Video games,1,5.059090173223248e-06
Health/Fitness + Music + News/Society/Politics,1,5.059090173223248e-06
Health/Fitness + Music + News/Society/Politics + Religion,1,5.059090173223248e-06
Health/Fitness + News/Society/Politics + Video games,1,5.059090173223248e-06
Health/Fitness + Sports,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Music + Pets/Animals + Sports,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Music + Religion + Travel,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Music + Sports + Travel,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Music + Vehicles/Motorsport,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + News/Society/Politics + Technology + Video games,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Pets/Animals + Video games,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Sports + Technology,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Sports + Technology + Vehicles/Motorsport,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Technology + Travel + Vehicles/Motorsport,1,5.059090173223248e-06
Hobby/General interests + Lifestyle/General + Travel + Video games,1,5.059090173223248e-06
Lifestyle/General + Music + News/Society/Politics + Religion + Vehicles/Motorsport,1,5.059090173223248e-06
Lifestyle/General + Music + News/Society/Politics + Religion + Video games,1,5.059090173223248e-06
Lifestyle/General + Music + Pets/Animals + Sports,1,5.059090173223248e-06
Lifestyle/General + Music + Pets/Animals + Travel,1,5.059090173223248e-06
Lifestyle/General + Music + Religion + Sports,1,5.059090173223248e-06
Lifestyle/General + Music + Religion + Technology + Vehicles/Motorsport,1,5.059090173223248e-06
Lifestyle/General + Music + Religion + Video games,1,5.059090173223248e-06
Lifestyle/General + Music + Sports + Vehicles/Motorsport,1,5.059090173223248e-06
Lifestyle/General + Music + Technology + Vehicles/Motorsport,1,5.059090173223248e-06
Lifestyle/General + Music + Vehicles/Motorsport + Video games,1,5.059090173223248e-06
Lifestyle/General + News/Society/Politics + Pets/Animals + Vehicles/Motorsport,1,5.059090173223248e-06
Lifestyle/General + News/Society/Politics + Pets/Animals + Video games,1,5.059090173223248e-06
Lifestyle/General + News/Society/Politics + Religion + Video games,1,5.059090173223248e-06
Lifestyle/General + News/Society/Politics + Sports + Vehicles/Motorsport + Video games,1,5.059090173223248e-06
Lifestyle/General + News/Society/Politics + Sports + Video games,1,5.059090173223248e-06
Lifestyle/General + News/Society/Politics + Travel + Vehicles/Motorsport,1,5.059090173223248e-06
Lifestyle/General + Religion + Vehicles/Motorsport,1,5.059090173223248e-06
Lifestyle/General + Religion + Video games,1,5.059090173223248e-06
Lifestyle/General + Sports + Technology + Vehicles/Motorsport,1,5.059090173223248e-06
Music + News/Society/Politics + Pets/Animals + Religion,1,5.059090173223248e-06
Music + News/Society/Politics + Religion + Video games,1,5.059090173223248e-06
Music + Pets/Animals,1,5.059090173223248e-06
Music + Sports + Video games,1,5.059090173223248e-06
Music + Technology + Video games,1,5.059090173223248e-06
News/Society/Politics + Sports + Video games,1,5.059090173223248e-06
News/Society/Politics + Travel,1,5.059090173223248e-06
Religion + Video games,1,5.059090173223248e-06
Sports + Technology,1,5.059090173223248e-06
Sports + Vehicles/Motorsport + Video games,1,5.059090173223248e-06
