language_code,canonical_iso639_3,display_name,mapping_source
erh,erh,Eruwa,iso639_3
eri,eri,Ogea,iso639_3
erk,erk,South Efate,iso639_3
ero,ero,Horpa,iso639_3
err,err,Erre,iso639_3
ers,ers,Ersu,iso639_3
ert,ert,Eritai,iso639_3
erw,erw,Erokwanas,iso639_3
ese,ese,Ese Ejja,iso639_3
esg,esg,Aheri Gondi,iso639_3
esh,esh,Eshtehardi,iso639_3
esi,esi,North Alaskan Inupiatun,iso639_3
esk,esk,Northwest Alaska Inupiatun,iso639_3
esl,esl,Egypt Sign Language,iso639_3
esm,esm,Esuma,iso639_3
esn,esn,Salvadoran Sign Language,iso639_3
eso,eso,Estonian Sign Language,iso639_3
esq,esq,Esselen,iso639_3
ess,ess,Central Siberian Yupik,iso639_3
est,est,Estonian,iso639_3
esu,esu,Central Yupik,iso639_3
esx,esx,Eskimo-Aleut languages,iso639_5_collection
esy,esy,Eskayan,iso639_3
etb,etb,Etebi,iso639_3
etc,etc,Etchemin,iso639_3
eth,eth,Ethiopian Sign Language,iso639_3
etn,etn,Eton (Vanuatu),iso639_3
eto,eto,Eton (Cameroon),iso639_3
etr,etr,Edolo,iso639_3
ets,ets,Yekhee,iso639_3
ett,ett,Etruscan,iso639_3
etu,etu,Ejagham,iso639_3
etx,etx,Eten,iso639_3
etz,etz,Semimi,iso639_3
euq,euq,Basque (family),iso639_5_collection
eus,eus,Basque,iso639_3
eve,eve,Even,iso639_3
evh,evh,Uvbie,iso639_3
evn,evn,Evenki,iso639_3
ewe,ewe,Ewe,iso639_3
ewo,ewo,Ewondo,iso639_3
ext,ext,Extremaduran,iso639_3
eya,eya,Eyak,iso639_3
eyo,eyo,Keiyo,iso639_3
eza,eza,Ezaa,iso639_3
eze,eze,Uzekwe,iso639_3
faa,faa,Fasu,iso639_3
fab,fab,Fa d'Ambu,iso639_3
fad,fad,Wagi,iso639_3
faf,faf,Fagani,iso639_3
fag,fag,Finongan,iso639_3
fah,fah,Baissa Fali,iso639_3
fai,fai,Faiwol,iso639_3
faj,faj,Faita,iso639_3
fak,fak,Fang (Cameroon),iso639_3
fal,fal,South Fali,iso639_3
fam,fam,Fam,iso639_3
fan,fan,Fang (Equatorial Guinea),iso639_3
fao,fao,Faroese,iso639_3
fap,fap,Paloor,iso639_3
far,far,Fataleka,iso639_3
fas,fas,Persian,iso639_3
fat,fat,Fanti,iso639_3
fau,fau,Fayu,iso639_3
fax,fax,Fala,iso639_3
fay,fay,Southwestern Fars,iso639_3
faz,faz,Northwestern Fars,iso639_3
fbl,fbl,West Albay Bikol,iso639_3
fcs,fcs,Quebec Sign Language,iso639_3
fer,fer,Feroge,iso639_3
ffi,ffi,Foia Foia,iso639_3
ffm,ffm,Maasina Fulfulde,iso639_3
fgr,fgr,Fongoro,iso639_3
fia,fia,Nobiin,iso639_3
fie,fie,Fyer,iso639_3
fif,fif,Faifi,iso639_3
fij,fij,Fijian,iso639_3
fil,fil,Filipino,iso639_3
fin,fin,Finnish,iso639_3
fip,fip,Fipa,iso639_3
fir,fir,Firan,iso639_3
fit,fit,Tornedalen Finnish,iso639_3
fiu,fiu,Finno-Ugrian languages,iso639_5_collection
fiw,fiw,Fiwaga,iso639_3
fkk,fkk,Kirya-Konzəl,iso639_3
fkv,fkv,Kven Finnish,iso639_3
fla,fla,Kalispel-Pend d'Oreille,iso639_3
flh,flh,Foau,iso639_3
fli,fli,Fali,iso639_3
fll,fll,North Fali,iso639_3
fln,fln,Flinders Island,iso639_3
flr,flr,Fuliiru,iso639_3
fly,fly,Flaaitaal,iso639_3
fmp,fmp,Fe'fe',iso639_3
fmu,fmu,Far Western Muria,iso639_3
fnb,fnb,Fanbak,iso639_3
fng,fng,Fanagalo,iso639_3
fni,fni,Fania,iso639_3
fod,fod,Foodo,iso639_3
foi,foi,Foi,iso639_3
fom,fom,Foma,iso639_3
fon,fon,Fon,iso639_3
for,for,Fore,iso639_3
fos,fos,Siraya,iso639_3
fox,fox,Formosan languages,iso639_5_collection
fpe,fpe,Fernando Po Creole English,iso639_3
fqs,fqs,Fas,iso639_3
fra,fra,French,iso639_3
frc,frc,Cajun French,iso639_3
frd,frd,Fordata,iso639_3
fre,fra,French,iso639_2_bibliographic_alias
frk,frk,Frankish,iso639_3
frm,frm,Middle French (ca. 1400-1600),iso639_3
fro,fro,Old French (842-ca. 1400),iso639_3
frp,frp,Arpitan,iso639_3
frq,frq,Forak,iso639_3
frr,frr,Northern Frisian,iso639_3
frs,frs,Eastern Frisian,iso639_3
frt,frt,Fortsenal,iso639_3
fry,fry,Western Frisian,iso639_3
fse,fse,Finnish Sign Language,iso639_3
fsl,fsl,French Sign Language,iso639_3
fss,fss,Finland-Swedish Sign Language,iso639_3
fub,fub,Adamawa Fulfulde,iso639_3
fuc,fuc,Pulaar,iso639_3
fud,fud,East Futuna,iso639_3
fue,fue,Borgu Fulfulde,iso639_3
fuf,fuf,Pular,iso639_3
fuh,fuh,Western Niger Fulfulde,iso639_3
fui,fui,Bagirmi Fulfulde,iso639_3
fuj,fuj,Ko,iso639_3
ful,ful,Fulah,iso639_3
fum,fum,Fum,iso639_3
fun,fun,Fulniô,iso639_3
fuq,fuq,Central-Eastern Niger Fulfulde,iso639_3
fur,fur,Friulian,iso639_3
fut,fut,Futuna-Aniwa,iso639_3
fuu,fuu,Furu,iso639_3
fuv,fuv,Nigerian Fulfulde,iso639_3
fuy,fuy,Fuyug,iso639_3
fvr,fvr,Fur,iso639_3
fwa,fwa,Fwâi,iso639_3
fwe,fwe,Fwe,iso639_3
gaa,gaa,Ga,iso639_3
gab,gab,Gabri,iso639_3
gac,gac,Mixed Great Andamanese,iso639_3
gad,gad,Gaddang,iso639_3
gae,gae,Guarequena,iso639_3
gaf,gaf,Gende,iso639_3
gag,gag,Gagauz,iso639_3
gah,gah,Alekano,iso639_3
gai,gai,Borei,iso639_3
gaj,gaj,Gadsup,iso639_3
gak,gak,Gamkonora,iso639_3
gal,gal,Galolen,iso639_3
gam,gam,Kandawo,iso639_3
gan,gan,Gan Chinese,iso639_3
gao,gao,Gants,iso639_3
gap,gap,Gal,iso639_3
gaq,gaq,Gata',iso639_3
gar,gar,Galeya,iso639_3
gas,gas,Adiwasi Garasia,iso639_3
gat,gat,Kenati,iso639_3
gau,gau,Mudhili Gadaba,iso639_3
gaw,gaw,Nobonob,iso639_3
gax,gax,Borana-Arsi-Guji Oromo,iso639_3
gay,gay,Gayo,iso639_3
gaz,gaz,West Central Oromo,iso639_3
gba,gba,Gbaya (Central African Republic),iso639_3
gbb,gbb,Kaytetye,iso639_3
gbd,gbd,Karajarri,iso639_3
gbe,gbe,Niksek,iso639_3
gbf,gbf,Gaikundi,iso639_3
gbg,gbg,Gbanziri,iso639_3
gbh,gbh,Defi Gbe,iso639_3
gbi,gbi,Galela,iso639_3
gbj,gbj,Bodo Gadaba,iso639_3
gbk,gbk,Gaddi,iso639_3
gbl,gbl,Gamit,iso639_3
gbm,gbm,Garhwali,iso639_3
gbn,gbn,Mo'da,iso639_3
gbo,gbo,Northern Grebo,iso639_3
gbp,gbp,Gbaya-Bossangoa,iso639_3
gbq,gbq,Gbaya-Bozoum,iso639_3
gbr,gbr,Gbagyi,iso639_3
gbs,gbs,Gbesi Gbe,iso639_3
gbu,gbu,Gagadu,iso639_3
gbv,gbv,Gbanu,iso639_3
gbw,gbw,Gabi-Gabi,iso639_3
gbx,gbx,Eastern Xwla Gbe,iso639_3
gby,gby,Gbari,iso639_3
gbz,gbz,Zoroastrian Dari,iso639_3
gcc,gcc,Mali,iso639_3
gcd,gcd,Ganggalida,iso639_3
gce,gce,Galice,iso639_3
gcf,gcf,Guadeloupean Creole French,iso639_3
gcl,gcl,Grenadian Creole English,iso639_3
gcn,gcn,Gaina,iso639_3
gcr,gcr,Guianese Creole French,iso639_3
gct,gct,Colonia Tovar German,iso639_3
gda,gda,Gade Lohar,iso639_3
gdb,gdb,Pottangi Ollar Gadaba,iso639_3
gdc,gdc,Gugu Badhun,iso639_3
gdd,gdd,Gedaged,iso639_3
gde,gde,Gude,iso639_3
gdf,gdf,Guduf-Gava,iso639_3
gdg,gdg,Ga'dang,iso639_3
gdh,gdh,Gadjerawang,iso639_3
gdi,gdi,Gundi,iso639_3
gdj,gdj,Gurdjar,iso639_3
gdk,gdk,Gadang,iso639_3
gdl,gdl,Dirasha,iso639_3
gdm,gdm,Laal,iso639_3
gdn,gdn,Umanakaina,iso639_3
gdo,gdo,Ghodoberi,iso639_3
gdq,gdq,Mehri,iso639_3
gdr,gdr,Wipi,iso639_3
gds,gds,Ghandruk Sign Language,iso639_3
gdt,gdt,Kungardutyi,iso639_3
gdu,gdu,Gudu,iso639_3
gdx,gdx,Godwari,iso639_3
gea,gea,Geruma,iso639_3
geb,geb,Kire,iso639_3
gec,gec,Gboloo Grebo,iso639_3
ged,ged,Gade,iso639_3
gef,gef,Gerai,iso639_3
geg,geg,Gengle,iso639_3
geh,geh,Hutterite German,iso639_3
gei,gei,Gebe,iso639_3
gej,gej,Gen,iso639_3
gek,gek,Ywom,iso639_3
gel,gel,ut-Ma'in,iso639_3
gem,gem,Germanic languages,iso639_5_collection
geo,kat,Georgian,iso639_2_bibliographic_alias
geq,geq,Geme,iso639_3
ger,deu,German,iso639_2_bibliographic_alias
ges,ges,Geser-Gorom,iso639_3
gev,gev,Eviya,iso639_3
gew,gew,Gera,iso639_3
gex,gex,Garre,iso639_3
gey,gey,Enya,iso639_3
gez,gez,Geez,iso639_3
gfk,gfk,Patpatar,iso639_3
gft,gft,Gafat,iso639_3
gga,gga,Gao,iso639_3
ggb,ggb,Gbii,iso639_3
ggd,ggd,Gugadj,iso639_3
gge,gge,Gurr-goni,iso639_3
ggg,ggg,Gurgula,iso639_3
ggk,ggk,Kungarakany,iso639_3
ggl,ggl,Ganglau,iso639_3
ggt,ggt,Gitua,iso639_3
ggu,ggu,Gagu,iso639_3
ggw,ggw,Gogodala,iso639_3
gha,gha,Ghadamès,iso639_3
ghc,ghc,Hiberno-Scottish Gaelic,iso639_3
ghe,ghe,Southern Ghale,iso639_3
ghh,ghh,Northern Ghale,iso639_3
ghk,ghk,Geko Karen,iso639_3
ghl,ghl,Ghulfan,iso639_3
ghn,ghn,Ghanongga,iso639_3
gho,gho,Ghomara,iso639_3
ghr,ghr,Ghera,iso639_3
ghs,ghs,Guhu-Samane,iso639_3
ght,ght,Kuke,iso639_3
gia,gia,Kija,iso639_3
gib,gib,Gibanawa,iso639_3
gic,gic,Gail,iso639_3
gid,gid,Gidar,iso639_3
gie,gie,Gaɓogbo,iso639_3
gig,gig,Goaria,iso639_3
gih,gih,Githabul,iso639_3
gii,gii,Girirra,iso639_3
gil,gil,Gilbertese,iso639_3
gim,gim,Gimi (Eastern Highlands),iso639_3
gin,gin,Hinukh,iso639_3
gip,gip,Gimi (West New Britain),iso639_3
giq,giq,Green Gelao,iso639_3
gir,gir,Red Gelao,iso639_3
gis,gis,North Giziga,iso639_3
git,git,Gitxsan,iso639_3
giu,giu,Mulao,iso639_3
giw,giw,White Gelao,iso639_3
gix,gix,Gilima,iso639_3
giy,giy,Giyug,iso639_3
giz,giz,South Giziga,iso639_3
gjk,gjk,Kachi Koli,iso639_3
gjm,gjm,Gunditjmara,iso639_3
gjn,gjn,Gonja,iso639_3
gjr,gjr,Gurindji Kriol,iso639_3
gju,gju,Gujari,iso639_3
gka,gka,Guya,iso639_3
gkd,gkd,Magɨ (Madang Province),iso639_3
gke,gke,Ndai,iso639_3
gkn,gkn,Gokana,iso639_3
gko,gko,Kok-Nar,iso639_3
gkp,gkp,Guinea Kpelle,iso639_3
gku,gku,ǂUngkue,iso639_3
gla,gla,Scottish Gaelic,iso639_3
glb,glb,Belning,iso639_3
glc,glc,Bon Gula,iso639_3
gld,gld,Nanai,iso639_3
gle,gle,Irish,iso639_3
glg,glg,Galician,iso639_3
glh,glh,Northwest Pashai,iso639_3
glj,glj,Gula Iro,iso639_3
glk,glk,Gilaki,iso639_3
gll,gll,Garlali,iso639_3
glo,glo,Galambu,iso639_3
glr,glr,Glaro-Twabo,iso639_3
glu,glu,Gula (Chad),iso639_3
glv,glv,Manx,iso639_3
glw,glw,Glavda,iso639_3
gly,gly,Gule,iso639_3
gma,gma,Gambera,iso639_3
gmb,gmb,Gula'alaa,iso639_3
gmd,gmd,Mághdì,iso639_3
gme,gme,East Germanic languages,iso639_5_collection
gmg,gmg,Magɨyi,iso639_3
gmh,gmh,Middle High German (ca. 1050-1500),iso639_3
gml,gml,Middle Low German,iso639_3
gmm,gmm,Gbaya-Mbodomo,iso639_3
gmn,gmn,Gimnime,iso639_3
gmq,gmq,North Germanic languages,iso639_5_collection
gmr,gmr,Mirning,iso639_3
gmu,gmu,Gumalu,iso639_3
gmv,gmv,Gamo,iso639_3
gmw,gmw,West Germanic languages,iso639_5_collection
gmx,gmx,Magoma,iso639_3
gmy,gmy,Mycenaean Greek,iso639_3
gmz,gmz,Mgbolizhia,iso639_3
gna,gna,Kaansa,iso639_3
gnb,gnb,Gangte,iso639_3
gnc,gnc,Guanche,iso639_3
gnd,gnd,Zulgo-Gemzek,iso639_3
gne,gne,Ganang,iso639_3
gng,gng,Ngangam,iso639_3
gnh,gnh,Lere,iso639_3
gni,gni,Gooniyandi,iso639_3
gnj,gnj,Ngen,iso639_3
gnk,gnk,ǁGana,iso639_3
gnl,gnl,Gangulu,iso639_3
gnm,gnm,Ginuman,iso639_3
gnn,gnn,Gumatj,iso639_3
gno,gno,Northern Gondi,iso639_3
gnq,gnq,Gana,iso639_3
gnr,gnr,Gureng Gureng,iso639_3
gnt,gnt,Guntai,iso639_3
gnu,gnu,Gnau,iso639_3
gnw,gnw,Western Bolivian Guaraní,iso639_3
gnz,gnz,Ganzi,iso639_3
goa,goa,Guro,iso639_3
gob,gob,Playero,iso639_3
goc,goc,Gorakor,iso639_3
god,god,Godié,iso639_3
goe,goe,Gongduk,iso639_3
gof,gof,Gofa,iso639_3
gog,gog,Gogo,iso639_3
goh,goh,Old High German (ca. 750-1050),iso639_3
goi,goi,Gobasi,iso639_3
goj,goj,Gowlan,iso639_3
gok,gok,Gowli,iso639_3
gol,gol,Gola,iso639_3
gom,gom,Goan Konkani,iso639_3
gon,gon,Gondi,iso639_3
goo,goo,Gone Dau,iso639_3
gop,gop,Yeretuar,iso639_3
goq,goq,Gorap,iso639_3
gor,gor,Gorontalo,iso639_3
gos,gos,Gronings,iso639_3
got,got,Gothic,iso639_3
gou,gou,Gavar,iso639_3
gov,gov,Goo,iso639_3
gow,gow,Gorowa,iso639_3
gox,gox,Gobu,iso639_3
goy,goy,Goundo,iso639_3
goz,goz,Gozarkhani,iso639_3
gpa,gpa,Gupa-Abawa,iso639_3
gpe,gpe,Ghanaian Pidgin English,iso639_3
gpn,gpn,Taiap,iso639_3
gqa,gqa,Ga'anda,iso639_3
gqi,gqi,Guiqiong,iso639_3
gqn,gqn,Guana (Brazil),iso639_3
gqr,gqr,Gor,iso639_3
gqu,gqu,Qau,iso639_3
gra,gra,Rajput Garasia,iso639_3
grb,grb,Grebo,iso639_3
grc,grc,Ancient Greek (to 1453),iso639_3
grd,grd,Guruntum-Mbaaru,iso639_3
gre,ell,Modern Greek (1453-),iso639_2_bibliographic_alias
grg,grg,Madi,iso639_3
grh,grh,Gbiri-Niragu,iso639_3
gri,gri,Ghari,iso639_3
grj,grj,Southern Grebo,iso639_3
grk,grk,Greek languages,iso639_5_collection
grm,grm,Kota Marudu Talantang,iso639_3
grn,grn,Guarani,iso639_3
gro,gro,Groma,iso639_3
grq,grq,Gorovu,iso639_3
grr,grr,Taznatit,iso639_3
grs,grs,Gresi,iso639_3
grt,grt,Garo,iso639_3
gru,gru,Kistane,iso639_3
grv,grv,Central Grebo,iso639_3
grw,grw,Gweda,iso639_3
grx,grx,Guriaso,iso639_3
gry,gry,Barclayville Grebo,iso639_3
grz,grz,Guramalum,iso639_3
gse,gse,Ghanaian Sign Language,iso639_3
gsg,gsg,German Sign Language,iso639_3
gsl,gsl,Gusilay,iso639_3
gsm,gsm,Guatemalan Sign Language,iso639_3
gsn,gsn,Nema,iso639_3
gso,gso,Southwest Gbaya,iso639_3
gsp,gsp,Wasembo,iso639_3
gss,gss,Greek Sign Language,iso639_3
gsw,gsw,Swiss German,iso639_3
gta,gta,Guató,iso639_3
gtu,gtu,Aghu-Tharnggala,iso639_3
gua,gua,Shiki,iso639_3
gub,gub,Guajajára,iso639_3
guc,guc,Wayuu,iso639_3
gud,gud,Yocoboué Dida,iso639_3
gue,gue,Gurindji,iso639_3
guf,guf,Gupapuyngu,iso639_3
gug,gug,Paraguayan Guaraní,iso639_3
guh,guh,Guahibo,iso639_3
gui,gui,Eastern Bolivian Guaraní,iso639_3
guj,guj,Gujarati,iso639_3
guk,guk,Gumuz,iso639_3
gul,gul,Sea Island Creole English,iso639_3
gum,gum,Guambiano,iso639_3
gun,gun,Mbyá Guaraní,iso639_3
guo,guo,Guayabero,iso639_3
gup,gup,Gunwinggu,iso639_3
guq,guq,Aché,iso639_3
gur,gur,Farefare,iso639_3
gus,gus,Guinean Sign Language,iso639_3
gut,gut,Maléku Jaíka,iso639_3
guu,guu,Yanomamö,iso639_3
guw,guw,Gun,iso639_3
gux,gux,Gourmanchéma,iso639_3
guz,guz,Gusii,iso639_3
gva,gva,Guana (Paraguay),iso639_3
gvc,gvc,Guanano,iso639_3
gve,gve,Duwet,iso639_3
gvf,gvf,Golin,iso639_3
gvj,gvj,Guajá,iso639_3
gvl,gvl,Gulay,iso639_3
gvm,gvm,Gurmana,iso639_3
gvn,gvn,Kuku-Yalanji,iso639_3
gvo,gvo,Gavião Do Jiparaná,iso639_3
gvp,gvp,Pará Gavião,iso639_3
gvr,gvr,Gurung,iso639_3
gvs,gvs,Gumawana,iso639_3
gvy,gvy,Guyani,iso639_3
gwa,gwa,Mbato,iso639_3
gwb,gwb,Gwa,iso639_3
gwc,gwc,Gawri,iso639_3
gwd,gwd,Gawwada,iso639_3
gwe,gwe,Gweno,iso639_3
gwf,gwf,Gowro,iso639_3
gwg,gwg,Moo,iso639_3
gwi,gwi,Gwichʼin,iso639_3
gwj,gwj,ǀGwi,iso639_3
gwm,gwm,Awngthim,iso639_3
gwn,gwn,Gwandara,iso639_3
gwr,gwr,Gwere,iso639_3
gwt,gwt,Gawar-Bati,iso639_3
gwu,gwu,Guwamu,iso639_3
gww,gww,Kwini,iso639_3
gwx,gwx,Gua,iso639_3
gxx,gxx,Wè Southern,iso639_3
gya,gya,Northwest Gbaya,iso639_3
gyb,gyb,Garus,iso639_3
gyd,gyd,Kayardild,iso639_3
gye,gye,Gyem,iso639_3
gyf,gyf,Gungabula,iso639_3
gyg,gyg,Gbayi,iso639_3
gyi,gyi,Gyele,iso639_3
gyl,gyl,Gayil,iso639_3
gym,gym,Ngäbere,iso639_3
gyn,gyn,Guyanese Creole English,iso639_3
gyo,gyo,Gyalsumdo,iso639_3
gyr,gyr,Guarayu,iso639_3
gyy,gyy,Gunya,iso639_3
gyz,gyz,Geji,iso639_3
gza,gza,Ganza,iso639_3
gzi,gzi,Gazi,iso639_3
gzn,gzn,Gane,iso639_3
haa,haa,Han,iso639_3
hab,hab,Hanoi Sign Language,iso639_3
hac,hac,Gurani,iso639_3
had,had,Hatam,iso639_3
hae,hae,Eastern Oromo,iso639_3
haf,haf,Haiphong Sign Language,iso639_3
hag,hag,Hanga,iso639_3
hah,hah,Hahon,iso639_3
hai,hai,Haida,iso639_3
haj,haj,Hajong,iso639_3
hak,hak,Hakka Chinese,iso639_3
hal,hal,Halang,iso639_3
ham,ham,Hewa,iso639_3
han,han,Hangaza,iso639_3
hao,hao,Hakö,iso639_3
hap,hap,Hupla,iso639_3
haq,haq,Ha,iso639_3
har,har,Harari,iso639_3
has,has,Haisla,iso639_3
hat,hat,Haitian,iso639_3
hau,hau,Hausa,iso639_3
hav,hav,Havu,iso639_3
haw,haw,Hawaiian,iso639_3
hax,hax,Southern Haida,iso639_3
hay,hay,Haya,iso639_3
haz,haz,Hazaragi,iso639_3
hba,hba,Hamba,iso639_3
hbb,hbb,Huba,iso639_3
hbn,hbn,Heiban,iso639_3
hbo,hbo,Ancient Hebrew,iso639_3
hbs,hbs,Serbo-Croatian,iso639_3
hbu,hbu,Habu,iso639_3
hca,hca,Andaman Creole Hindi,iso639_3
hch,hch,Huichol,iso639_3
hdn,hdn,Northern Haida,iso639_3
hds,hds,Honduras Sign Language,iso639_3
hdy,hdy,Hadiyya,iso639_3
hea,hea,Northern Qiandong Miao,iso639_3
heb,heb,Hebrew,iso639_3
hed,hed,Herdé,iso639_3
heg,heg,Helong,iso639_3
heh,heh,Hehe,iso639_3
hei,hei,Heiltsuk,iso639_3
hem,hem,Hemba,iso639_3
her,her,Herero,iso639_3
hgm,hgm,Haiǁom,iso639_3
hgw,hgw,Haigwai,iso639_3
hhi,hhi,Hoia Hoia,iso639_3
hhr,hhr,Kerak,iso639_3
hhy,hhy,Hoyahoya,iso639_3
hia,hia,Lamang,iso639_3
hib,hib,Hibito,iso639_3
hid,hid,Hidatsa,iso639_3
hif,hif,Fiji Hindi,iso639_3
hig,hig,Kamwe,iso639_3
hih,hih,Pamosu,iso639_3
hii,hii,Hinduri,iso639_3
hij,hij,Hijuk,iso639_3
hik,hik,Seit-Kaitetu,iso639_3
hil,hil,Hiligaynon,iso639_3
hin,hin,Hindi,iso639_3
hio,hio,Tsoa,iso639_3
hir,hir,Himarimã,iso639_3
hit,hit,Hittite,iso639_3
hiw,hiw,Hiw,iso639_3
hix,hix,Hixkaryána,iso639_3
hji,hji,Haji,iso639_3
hka,hka,Kahe,iso639_3
hke,hke,Hunde,iso639_3
hkh,hkh,Khah,iso639_3
hkk,hkk,Hunjara-Kaina Ke,iso639_3
hkn,hkn,Mel-Khaonh,iso639_3
hks,hks,Hong Kong Sign Language,iso639_3
hla,hla,Halia,iso639_3
hlb,hlb,Halbi,iso639_3
hld,hld,Halang Doan,iso639_3
hle,hle,Hlersu,iso639_3
hlt,hlt,Matu Chin,iso639_3
hlu,hlu,Hieroglyphic Luwian,iso639_3
hma,hma,Southern Mashan Hmong,iso639_3
hmb,hmb,Humburi Senni Songhay,iso639_3
hmc,hmc,Central Huishui Hmong,iso639_3
hmd,hmd,Large Flowery Miao,iso639_3
hme,hme,Eastern Huishui Hmong,iso639_3
hmf,hmf,Hmong Don,iso639_3
hmg,hmg,Southwestern Guiyang Hmong,iso639_3
hmh,hmh,Southwestern Huishui Hmong,iso639_3
hmi,hmi,Northern Huishui Hmong,iso639_3
hmj,hmj,Ge,iso639_3
hmk,hmk,Maek,iso639_3
hml,hml,Luopohe Hmong,iso639_3
hmm,hmm,Central Mashan Hmong,iso639_3
hmn,hmn,Hmong,iso639_3
hmo,hmo,Hiri Motu,iso639_3
hmp,hmp,Northern Mashan Hmong,iso639_3
hmq,hmq,Eastern Qiandong Miao,iso639_3
hmr,hmr,Hmar,iso639_3
hms,hms,Southern Qiandong Miao,iso639_3
hmt,hmt,Hamtai,iso639_3
hmu,hmu,Hamap,iso639_3
hmv,hmv,Hmong Dô,iso639_3
hmw,hmw,Western Mashan Hmong,iso639_3
hmx,hmx,Hmong-Mien languages,iso639_5_collection
hmy,hmy,Southern Guiyang Hmong,iso639_3
hmz,hmz,Hmong Shua,iso639_3
hna,hna,Mina (Cameroon),iso639_3
hnd,hnd,Southern Hindko,iso639_3
hne,hne,Chhattisgarhi,iso639_3
hng,hng,Hungu,iso639_3
hnh,hnh,ǁAni,iso639_3
hni,hni,Hani,iso639_3
hnj,hnj,Hmong Njua,iso639_3
hnn,hnn,Hanunoo,iso639_3
hno,hno,Northern Hindko,iso639_3
hns,hns,Caribbean Hindustani,iso639_3
hnu,hnu,Hung,iso639_3
hoa,hoa,Hoava,iso639_3
hob,hob,Mari (Madang Province),iso639_3
hoc,hoc,Ho,iso639_3
hod,hod,Holma,iso639_3
hoe,hoe,Horom,iso639_3
hoh,hoh,Hobyót,iso639_3
hoi,hoi,Holikachuk,iso639_3
hoj,hoj,Hadothi,iso639_3
hok,hok,Hokan languages,iso639_5_collection
hol,hol,Holu,iso639_3
hom,hom,Homa,iso639_3
hoo,hoo,Holoholo,iso639_3
hop,hop,Hopi,iso639_3
hor,hor,Horo,iso639_3
hos,hos,Ho Chi Minh City Sign Language,iso639_3
hot,hot,Hote,iso639_3
hov,hov,Hovongan,iso639_3
how,how,Honi,iso639_3
hoy,hoy,Holiya,iso639_3
hoz,hoz,Hozo,iso639_3
hpo,hpo,Hpon,iso639_3
hps,hps,Hawai'i Sign Language (HSL),iso639_3
hra,hra,Hrangkhol,iso639_3
hrc,hrc,Niwer Mil,iso639_3
hre,hre,Hre,iso639_3
hrk,hrk,Haruku,iso639_3
hrm,hrm,Horned Miao,iso639_3
hro,hro,Haroi,iso639_3
hrp,hrp,Nhirrpi,iso639_3
hrt,hrt,Hértevin,iso639_3
hru,hru,Hruso,iso639_3
hrv,hrv,Croatian,iso639_3
hrw,hrw,Warwar Feni,iso639_3
hrx,hrx,Hunsrik,iso639_3
hrz,hrz,Harzani,iso639_3
hsb,hsb,Upper Sorbian,iso639_3
hsh,hsh,Hungarian Sign Language,iso639_3
hsl,hsl,Hausa Sign Language,iso639_3
hsn,hsn,Xiang Chinese,iso639_3
hss,hss,Harsusi,iso639_3
hti,hti,Hoti,iso639_3
hto,hto,Minica Huitoto,iso639_3
hts,hts,Hadza,iso639_3
htu,htu,Hitu,iso639_3
htx,htx,Middle Hittite,iso639_3
hub,hub,Huambisa,iso639_3
huc,huc,ǂHua,iso639_3
hud,hud,Huaulu,iso639_3
hue,hue,San Francisco Del Mar Huave,iso639_3
huf,huf,Humene,iso639_3
hug,hug,Huachipaeri,iso639_3
huh,huh,Huilliche,iso639_3
hui,hui,Huli,iso639_3
huj,huj,Northern Guiyang Hmong,iso639_3
huk,huk,Hulung,iso639_3
hul,hul,Hula,iso639_3
hum,hum,Hungana,iso639_3
hun,hun,Hungarian,iso639_3
huo,huo,Hu,iso639_3
hup,hup,Hupa,iso639_3
huq,huq,Tsat,iso639_3
hur,hur,Halkomelem,iso639_3
hus,hus,Huastec,iso639_3
hut,hut,Humla,iso639_3
huu,huu,Murui Huitoto,iso639_3
huv,huv,San Mateo Del Mar Huave,iso639_3
huw,huw,Hukumina,iso639_3
hux,hux,Nüpode Huitoto,iso639_3
huy,huy,Hulaulá,iso639_3
huz,huz,Hunzib,iso639_3
hvc,hvc,Haitian Vodoun Culture Language,iso639_3
hve,hve,San Dionisio Del Mar Huave,iso639_3
hvk,hvk,Haveke,iso639_3
hvn,hvn,Sabu,iso639_3
hvv,hvv,Santa María Del Mar Huave,iso639_3
hwa,hwa,Wané,iso639_3
hwc,hwc,Hawai'i Creole English,iso639_3
hwo,hwo,Hwana,iso639_3
hya,hya,Hya,iso639_3
hye,hye,Armenian,iso639_3
hyw,hyw,Western Armenian,iso639_3
hyx,hyx,Armenian (family),iso639_5_collection
iai,iai,Iaai,iso639_3
ian,ian,Iatmul,iso639_3
iar,iar,Purari,iso639_3
iba,iba,Iban,iso639_3
ibb,ibb,Ibibio,iso639_3
ibd,ibd,Iwaidja,iso639_3
ibe,ibe,Akpes,iso639_3
ibg,ibg,Ibanag,iso639_3
ibh,ibh,Bih,iso639_3
ibl,ibl,Ibaloi,iso639_3
ibm,ibm,Agoi,iso639_3
ibn,ibn,Ibino,iso639_3
ibo,ibo,Igbo,iso639_3
ibr,ibr,Ibuoro,iso639_3
ibu,ibu,Ibu,iso639_3
iby,iby,Ibani,iso639_3
ica,ica,Ede Ica,iso639_3
ice,isl,Icelandic,iso639_2_bibliographic_alias
ich,ich,Etkywan,iso639_3
icl,icl,Icelandic Sign Language,iso639_3
