language_code,canonical_iso639_3,display_name,mapping_source
ssx,ssx,Samberigi,iso639_3
ssy,ssy,Saho,iso639_3
ssz,ssz,Sengseng,iso639_3
sta,sta,Settla,iso639_3
stb,stb,Northern Subanen,iso639_3
std,std,Sentinel,iso639_3
ste,ste,Liana-Seti,iso639_3
stf,stf,Seta,iso639_3
stg,stg,Trieng,iso639_3
sth,sth,Shelta,iso639_3
sti,sti,Bulo Stieng,iso639_3
stj,stj,Matya Samo,iso639_3
stk,stk,Arammba,iso639_3
stl,stl,Stellingwerfs,iso639_3
stm,stm,Setaman,iso639_3
stn,stn,Owa,iso639_3
sto,sto,Stoney,iso639_3
stp,stp,Southeastern Tepehuan,iso639_3
stq,stq,Saterfriesisch,iso639_3
str,str,Straits Salish,iso639_3
sts,sts,Shumashti,iso639_3
stt,stt,Budeh Stieng,iso639_3
stu,stu,Samtao,iso639_3
stv,stv,Silt'e,iso639_3
stw,stw,Satawalese,iso639_3
sty,sty,Siberian Tatar,iso639_3
sua,sua,Sulka,iso639_3
sub,sub,Suku,iso639_3
suc,suc,Western Subanon,iso639_3
sue,sue,Suena,iso639_3
sug,sug,Suganga,iso639_3
sui,sui,Suki,iso639_3
suj,suj,Shubi,iso639_3
suk,suk,Sukuma,iso639_3
sun,sun,Sundanese,iso639_3
suo,suo,Bouni,iso639_3
suq,suq,Tirmaga-Chai Suri,iso639_3
sur,sur,Mwaghavul,iso639_3
sus,sus,Susu,iso639_3
sut,sut,Subtiaba,iso639_3
suv,suv,Puroik,iso639_3
suw,suw,Sumbwa,iso639_3
sux,sux,Sumerian,iso639_3
suy,suy,Suyá,iso639_3
suz,suz,Sunwar,iso639_3
sva,sva,Svan,iso639_3
svb,svb,Ulau-Suain,iso639_3
svc,svc,Vincentian Creole English,iso639_3
sve,sve,Serili,iso639_3
svk,svk,Slovakian Sign Language,iso639_3
svm,svm,Slavomolisano,iso639_3
svs,svs,Savosavo,iso639_3
svx,svx,Skalvian,iso639_3
swa,swa,Swahili (macrolanguage),iso639_3
swb,swb,Maore Comorian,iso639_3
swc,swc,Congo Swahili,iso639_3
swe,swe,Swedish,iso639_3
swf,swf,Sere,iso639_3
swg,swg,Swabian,iso639_3
swh,swh,Swahili (individual language),iso639_3
swi,swi,Sui,iso639_3
swj,swj,Sira,iso639_3
swk,swk,Malawi Sena,iso639_3
swl,swl,Swedish Sign Language,iso639_3
swm,swm,Samosa,iso639_3
swn,swn,Sawknah,iso639_3
swo,swo,Shanenawa,iso639_3
swp,swp,Suau,iso639_3
swq,swq,Sharwa,iso639_3
swr,swr,Saweru,iso639_3
sws,sws,Seluwasan,iso639_3
swt,swt,Sawila,iso639_3
swu,swu,Suwawa,iso639_3
swv,swv,Shekhawati,iso639_3
sww,sww,Sowa,iso639_3
swx,swx,Suruahá,iso639_3
swy,swy,Sarua,iso639_3
sxb,sxb,Suba,iso639_3
sxc,sxc,Sicanian,iso639_3
sxe,sxe,Sighu,iso639_3
sxg,sxg,Shuhi,iso639_3
sxk,sxk,Southern Kalapuya,iso639_3
sxl,sxl,Selian,iso639_3
sxm,sxm,Samre,iso639_3
sxn,sxn,Sangir,iso639_3
sxo,sxo,Sorothaptic,iso639_3
sxr,sxr,Saaroa,iso639_3
sxs,sxs,Sasaru,iso639_3
sxu,sxu,Upper Saxon,iso639_3
sxw,sxw,Saxwe Gbe,iso639_3
sya,sya,Siang,iso639_3
syb,syb,Central Subanen,iso639_3
syc,syc,Classical Syriac,iso639_3
syd,syd,Samoyedic languages,iso639_5_collection
syi,syi,Seki,iso639_3
syk,syk,Sukur,iso639_3
syl,syl,Sylheti,iso639_3
sym,sym,Maya Samo,iso639_3
syn,syn,Senaya,iso639_3
syo,syo,Suoy,iso639_3
syr,syr,Syriac,iso639_3
sys,sys,Sinyar,iso639_3
syw,syw,Kagate,iso639_3
syx,syx,Samay,iso639_3
syy,syy,Al-Sayyid Bedouin Sign Language,iso639_3
sza,sza,Semelai,iso639_3
szb,szb,Ngalum,iso639_3
szc,szc,Semaq Beri,iso639_3
szd,szd,Seru,iso639_3
sze,sze,Seze,iso639_3
szg,szg,Sengele,iso639_3
szl,szl,Silesian,iso639_3
szn,szn,Sula,iso639_3
szp,szp,Suabo,iso639_3
szs,szs,Solomon Islands Sign Language,iso639_3
szv,szv,Isu (Fako Division),iso639_3
szw,szw,Sawai,iso639_3
szy,szy,Sakizaya,iso639_3
taa,taa,Lower Tanana,iso639_3
tab,tab,Tabassaran,iso639_3
tac,tac,Lowland Tarahumara,iso639_3
tad,tad,Tause,iso639_3
tae,tae,Tariana,iso639_3
taf,taf,Tapirapé,iso639_3
tag,tag,Tagoi,iso639_3
tah,tah,Tahitian,iso639_3
tai,tai,Tai languages,iso639_5_collection
taj,taj,Eastern Tamang,iso639_3
tak,tak,Tala,iso639_3
tal,tal,Tal,iso639_3
tam,tam,Tamil,iso639_3
tan,tan,Tangale,iso639_3
tao,tao,Yami,iso639_3
tap,tap,Taabwa,iso639_3
taq,taq,Tamasheq,iso639_3
tar,tar,Central Tarahumara,iso639_3
tas,tas,Tay Boi,iso639_3
tat,tat,Tatar,iso639_3
tau,tau,Upper Tanana,iso639_3
tav,tav,Tatuyo,iso639_3
taw,taw,Tai,iso639_3
tax,tax,Tamki,iso639_3
tay,tay,Atayal,iso639_3
taz,taz,Tocho,iso639_3
tba,tba,Aikanã,iso639_3
tbc,tbc,Takia,iso639_3
tbd,tbd,Kaki Ae,iso639_3
tbe,tbe,Tanimbili,iso639_3
tbf,tbf,Mandara,iso639_3
tbg,tbg,North Tairora,iso639_3
tbh,tbh,Dharawal,iso639_3
tbi,tbi,Gaam,iso639_3
tbj,tbj,Tiang,iso639_3
tbk,tbk,Calamian Tagbanwa,iso639_3
tbl,tbl,Tboli,iso639_3
tbm,tbm,Tagbu,iso639_3
tbn,tbn,Barro Negro Tunebo,iso639_3
tbo,tbo,Tawala,iso639_3
tbp,tbp,Taworta,iso639_3
tbq,tbq,Tibeto-Burman languages,iso639_5_collection
tbr,tbr,Tumtum,iso639_3
tbs,tbs,Tanguat,iso639_3
tbt,tbt,Tembo (Kitembo),iso639_3
tbu,tbu,Tubar,iso639_3
tbv,tbv,Tobo,iso639_3
tbw,tbw,Tagbanwa,iso639_3
tbx,tbx,Kapin,iso639_3
tby,tby,Tabaru,iso639_3
tbz,tbz,Ditammari,iso639_3
tca,tca,Ticuna,iso639_3
tcb,tcb,Tanacross,iso639_3
tcc,tcc,Datooga,iso639_3
tcd,tcd,Tafi,iso639_3
tce,tce,Southern Tutchone,iso639_3
tcf,tcf,Malinaltepec Me'phaa,iso639_3
tcg,tcg,Tamagario,iso639_3
tch,tch,Turks And Caicos Creole English,iso639_3
tci,tci,Wára,iso639_3
tck,tck,Tchitchege,iso639_3
tcl,tcl,Taman (Myanmar),iso639_3
tcm,tcm,Tanahmerah,iso639_3
tcn,tcn,Tichurong,iso639_3
tco,tco,Taungyo,iso639_3
tcp,tcp,Tawr Chin,iso639_3
tcq,tcq,Kaiy,iso639_3
tcs,tcs,Torres Strait Creole,iso639_3
tct,tct,T'en,iso639_3
tcu,tcu,Southeastern Tarahumara,iso639_3
tcw,tcw,Tecpatlán Totonac,iso639_3
tcx,tcx,Toda,iso639_3
tcy,tcy,Tulu,iso639_3
tcz,tcz,Thado Chin,iso639_3
tda,tda,Tagdal,iso639_3
tdb,tdb,Panchpargania,iso639_3
tdc,tdc,Emberá-Tadó,iso639_3
tdd,tdd,Tai Nüa,iso639_3
tde,tde,Tiranige Diga Dogon,iso639_3
tdf,tdf,Talieng,iso639_3
tdg,tdg,Western Tamang,iso639_3
tdh,tdh,Thulung,iso639_3
tdi,tdi,Tomadino,iso639_3
tdj,tdj,Tajio,iso639_3
tdk,tdk,Tambas,iso639_3
tdl,tdl,Sur,iso639_3
tdm,tdm,Taruma,iso639_3
tdn,tdn,Tondano,iso639_3
tdo,tdo,Teme,iso639_3
tdq,tdq,Tita,iso639_3
tdr,tdr,Todrah,iso639_3
tds,tds,Doutai,iso639_3
tdt,tdt,Tetun Dili,iso639_3
tdv,tdv,Toro,iso639_3
tdx,tdx,Tandroy-Mahafaly Malagasy,iso639_3
tdy,tdy,Tadyawan,iso639_3
tea,tea,Temiar,iso639_3
teb,teb,Tetete,iso639_3
tec,tec,Terik,iso639_3
ted,ted,Tepo Krumen,iso639_3
tee,tee,Huehuetla Tepehua,iso639_3
tef,tef,Teressa,iso639_3
teg,teg,Teke-Tege,iso639_3
teh,teh,Tehuelche,iso639_3
tei,tei,Torricelli,iso639_3
tek,tek,Ibali Teke,iso639_3
tel,tel,Telugu,iso639_3
tem,tem,Timne,iso639_3
ten,ten,Tama (Colombia),iso639_3
teo,teo,Teso,iso639_3
tep,tep,Tepecano,iso639_3
teq,teq,Temein,iso639_3
ter,ter,Tereno,iso639_3
tes,tes,Tengger,iso639_3
tet,tet,Tetum,iso639_3
teu,teu,Soo,iso639_3
tev,tev,Teor,iso639_3
tew,tew,Tewa (USA),iso639_3
tex,tex,Tennet,iso639_3
tey,tey,Tulishi,iso639_3
tez,tez,Tetserret,iso639_3
tfi,tfi,Tofin Gbe,iso639_3
tfn,tfn,Tanaina,iso639_3
tfo,tfo,Tefaro,iso639_3
tfr,tfr,Teribe,iso639_3
tft,tft,Ternate,iso639_3
tga,tga,Sagalla,iso639_3
tgb,tgb,Tobilung,iso639_3
tgc,tgc,Tigak,iso639_3
tgd,tgd,Ciwogai,iso639_3
tge,tge,Eastern Gorkha Tamang,iso639_3
tgf,tgf,Chalikha,iso639_3
tgh,tgh,Tobagonian Creole English,iso639_3
tgi,tgi,Lawunuia,iso639_3
tgj,tgj,Tagin,iso639_3
tgk,tgk,Tajik,iso639_3
tgl,tgl,Tagalog,iso639_3
tgn,tgn,Tandaganon,iso639_3
tgo,tgo,Sudest,iso639_3
tgp,tgp,Tangoa,iso639_3
tgq,tgq,Tring,iso639_3
tgr,tgr,Tareng,iso639_3
tgs,tgs,Nume,iso639_3
tgt,tgt,Central Tagbanwa,iso639_3
tgu,tgu,Tanggu,iso639_3
tgv,tgv,Tingui-Boto,iso639_3
tgw,tgw,Tagwana Senoufo,iso639_3
tgx,tgx,Tagish,iso639_3
tgy,tgy,Togoyo,iso639_3
tgz,tgz,Tagalaka,iso639_3
tha,tha,Thai,iso639_3
thd,thd,Kuuk Thaayorre,iso639_3
the,the,Chitwania Tharu,iso639_3
thf,thf,Thangmi,iso639_3
thh,thh,Northern Tarahumara,iso639_3
thi,thi,Tai Long,iso639_3
thk,thk,Tharaka,iso639_3
thl,thl,Dangaura Tharu,iso639_3
thm,thm,Aheu,iso639_3
thn,thn,Thachanadan,iso639_3
thp,thp,Thompson,iso639_3
thq,thq,Kochila Tharu,iso639_3
thr,thr,Rana Tharu,iso639_3
ths,ths,Thakali,iso639_3
tht,tht,Tahltan,iso639_3
thu,thu,Thuri,iso639_3
thv,thv,Tahaggart Tamahaq,iso639_3
thy,thy,Tha,iso639_3
thz,thz,Tayart Tamajeq,iso639_3
tia,tia,Tidikelt Tamazight,iso639_3
tib,bod,Tibetan,iso639_2_bibliographic_alias
tic,tic,Tira,iso639_3
tif,tif,Tifal,iso639_3
tig,tig,Tigre,iso639_3
tih,tih,Timugon Murut,iso639_3
tii,tii,Tiene,iso639_3
tij,tij,Tilung,iso639_3
tik,tik,Tikar,iso639_3
til,til,Tillamook,iso639_3
tim,tim,Timbe,iso639_3
tin,tin,Tindi,iso639_3
tio,tio,Teop,iso639_3
tip,tip,Trimuris,iso639_3
tiq,tiq,Tiéfo,iso639_3
tir,tir,Tigrinya,iso639_3
tis,tis,Masadiit Itneg,iso639_3
tit,tit,Tinigua,iso639_3
tiu,tiu,Adasen,iso639_3
tiv,tiv,Tiv,iso639_3
tiw,tiw,Tiwi,iso639_3
tix,tix,Southern Tiwa,iso639_3
tiy,tiy,Tiruray,iso639_3
tiz,tiz,Tai Hongjin,iso639_3
tja,tja,Tajuasohn,iso639_3
tjg,tjg,Tunjung,iso639_3
tji,tji,Northern Tujia,iso639_3
tjj,tjj,Tjungundji,iso639_3
tjl,tjl,Tai Laing,iso639_3
tjm,tjm,Timucua,iso639_3
tjn,tjn,Tonjon,iso639_3
tjo,tjo,Temacine Tamazight,iso639_3
tjp,tjp,Tjupany,iso639_3
tjs,tjs,Southern Tujia,iso639_3
tju,tju,Tjurruru,iso639_3
tjw,tjw,Djabwurrung,iso639_3
tka,tka,Truká,iso639_3
tkb,tkb,Buksa,iso639_3
tkd,tkd,Tukudede,iso639_3
tke,tke,Takwane,iso639_3
tkf,tkf,Tukumanféd,iso639_3
tkg,tkg,Tesaka Malagasy,iso639_3
tkl,tkl,Tokelau,iso639_3
tkm,tkm,Takelma,iso639_3
tkn,tkn,Toku-No-Shima,iso639_3
tkp,tkp,Tikopia,iso639_3
tkq,tkq,Tee,iso639_3
tkr,tkr,Tsakhur,iso639_3
tks,tks,Takestani,iso639_3
tkt,tkt,Kathoriya Tharu,iso639_3
tku,tku,Upper Necaxa Totonac,iso639_3
tkv,tkv,Mur Pano,iso639_3
tkw,tkw,Teanu,iso639_3
tkx,tkx,Tangko,iso639_3
tkz,tkz,Takua,iso639_3
tla,tla,Southwestern Tepehuan,iso639_3
tlb,tlb,Tobelo,iso639_3
tlc,tlc,Yecuatla Totonac,iso639_3
tld,tld,Talaud,iso639_3
tlf,tlf,Telefol,iso639_3
tlg,tlg,Tofanma,iso639_3
tlh,tlh,Klingon,iso639_3
tli,tli,Tlingit,iso639_3
tlj,tlj,Talinga-Bwisi,iso639_3
tlk,tlk,Taloki,iso639_3
tll,tll,Tetela,iso639_3
tlm,tlm,Tolomako,iso639_3
tln,tln,Talondo',iso639_3
tlo,tlo,Talodi,iso639_3
tlp,tlp,Filomena Mata-Coahuitlán Totonac,iso639_3
tlq,tlq,Tai Loi,iso639_3
tlr,tlr,Talise,iso639_3
tls,tls,Tambotalo,iso639_3
tlt,tlt,Sou Nama,iso639_3
tlu,tlu,Tulehu,iso639_3
tlv,tlv,Taliabu,iso639_3
tlx,tlx,Khehek,iso639_3
tly,tly,Talysh,iso639_3
tma,tma,Tama (Chad),iso639_3
tmb,tmb,Katbol,iso639_3
tmc,tmc,Tumak,iso639_3
tmd,tmd,Haruai,iso639_3
tme,tme,Tremembé,iso639_3
tmf,tmf,Toba-Maskoy,iso639_3
tmg,tmg,Ternateño,iso639_3
tmh,tmh,Tamashek,iso639_3
tmi,tmi,Tutuba,iso639_3
tmj,tmj,Samarokena,iso639_3
tmk,tmk,Northwestern Tamang,iso639_3
tml,tml,Tamnim Citak,iso639_3
tmm,tmm,Tai Thanh,iso639_3
tmn,tmn,Taman (Indonesia),iso639_3
tmo,tmo,Temoq,iso639_3
tmq,tmq,Tumleo,iso639_3
tmr,tmr,Jewish Babylonian Aramaic (ca. 200-1200 CE),iso639_3
tms,tms,Tima,iso639_3
tmt,tmt,Tasmate,iso639_3
tmu,tmu,Iau,iso639_3
tmv,tmv,Tembo (Motembo),iso639_3
tmw,tmw,Temuan,iso639_3
tmy,tmy,Tami,iso639_3
tmz,tmz,Tamanaku,iso639_3
tna,tna,Tacana,iso639_3
tnb,tnb,Western Tunebo,iso639_3
tnc,tnc,Tanimuca-Retuarã,iso639_3
tnd,tnd,Angosturas Tunebo,iso639_3
tng,tng,Tobanga,iso639_3
tnh,tnh,Maiani,iso639_3
tni,tni,Tandia,iso639_3
tnk,tnk,Kwamera,iso639_3
tnl,tnl,Lenakel,iso639_3
tnm,tnm,Tabla,iso639_3
tnn,tnn,North Tanna,iso639_3
tno,tno,Toromono,iso639_3
tnp,tnp,Whitesands,iso639_3
tnq,tnq,Taino,iso639_3
tnr,tnr,Ménik,iso639_3
tns,tns,Tenis,iso639_3
tnt,tnt,Tontemboan,iso639_3
tnu,tnu,Tay Khang,iso639_3
tnv,tnv,Tangchangya,iso639_3
tnw,tnw,Tonsawang,iso639_3
tnx,tnx,Tanema,iso639_3
tny,tny,Tongwe,iso639_3
tnz,tnz,Ten'edn,iso639_3
tob,tob,Toba,iso639_3
toc,toc,Coyutla Totonac,iso639_3
tod,tod,Toma,iso639_3
tof,tof,Gizrra,iso639_3
tog,tog,Tonga (Nyasa),iso639_3
toh,toh,Gitonga,iso639_3
toi,toi,Tonga (Zambia),iso639_3
toj,toj,Tojolabal,iso639_3
tok,tok,Toki Pona,iso639_3
tol,tol,Tolowa,iso639_3
tom,tom,Tombulu,iso639_3
ton,ton,Tonga (Tonga Islands),iso639_3
too,too,Xicotepec De Juárez Totonac,iso639_3
top,top,Papantla Totonac,iso639_3
toq,toq,Toposa,iso639_3
tor,tor,Togbo-Vara Banda,iso639_3
tos,tos,Highland Totonac,iso639_3
tou,tou,Tho,iso639_3
tov,tov,Upper Taromi,iso639_3
tow,tow,Jemez,iso639_3
tox,tox,Tobian,iso639_3
toy,toy,Topoiyo,iso639_3
toz,toz,To,iso639_3
tpa,tpa,Taupota,iso639_3
tpc,tpc,Azoyú Me'phaa,iso639_3
tpe,tpe,Tippera,iso639_3
tpf,tpf,Tarpia,iso639_3
tpg,tpg,Kula,iso639_3
tpi,tpi,Tok Pisin,iso639_3
tpj,tpj,Tapieté,iso639_3
tpk,tpk,Tupinikin,iso639_3
tpl,tpl,Tlacoapa Me'phaa,iso639_3
tpm,tpm,Tampulma,iso639_3
tpn,tpn,Tupinambá,iso639_3
tpo,tpo,Tai Pao,iso639_3
tpp,tpp,Pisaflores Tepehua,iso639_3
tpq,tpq,Tukpa,iso639_3
tpr,tpr,Tuparí,iso639_3
tpt,tpt,Tlachichilco Tepehua,iso639_3
tpu,tpu,Tampuan,iso639_3
tpv,tpv,Tanapag,iso639_3
tpw,tpw,Tupí,iso639_3
tpx,tpx,Acatepec Me'phaa,iso639_3
tpy,tpy,Trumai,iso639_3
tpz,tpz,Tinputz,iso639_3
tqb,tqb,Tembé,iso639_3
tql,tql,Lehali,iso639_3
tqm,tqm,Turumsa,iso639_3
tqn,tqn,Tenino,iso639_3
tqo,tqo,Toaripi,iso639_3
tqp,tqp,Tomoip,iso639_3
tqq,tqq,Tunni,iso639_3
tqr,tqr,Torona,iso639_3
tqt,tqt,Western Totonac,iso639_3
tqu,tqu,Touo,iso639_3
tqw,tqw,Tonkawa,iso639_3
tra,tra,Tirahi,iso639_3
trb,trb,Terebu,iso639_3
trc,trc,Copala Triqui,iso639_3
trd,trd,Turi,iso639_3
tre,tre,East Tarangan,iso639_3
trf,trf,Trinidadian Creole English,iso639_3
trg,trg,Lishán Didán,iso639_3
trh,trh,Turaka,iso639_3
tri,tri,Trió,iso639_3
trj,trj,Toram,iso639_3
trk,trk,Turkic languages,iso639_5_collection
trl,trl,Traveller Scottish,iso639_3
trm,trm,Tregami,iso639_3
trn,trn,Trinitario,iso639_3
tro,tro,Tarao Naga,iso639_3
trp,trp,Kok Borok,iso639_3
trq,trq,San Martín Itunyoso Triqui,iso639_3
trr,trr,Taushiro,iso639_3
trs,trs,Chicahuaxtla Triqui,iso639_3
trt,trt,Tunggare,iso639_3
tru,tru,Turoyo,iso639_3
trv,trv,Sediq,iso639_3
trw,trw,Torwali,iso639_3
trx,trx,Tringgus-Sembaan Bidayuh,iso639_3
try,try,Turung,iso639_3
trz,trz,Torá,iso639_3
tsa,tsa,Tsaangi,iso639_3
tsb,tsb,Tsamai,iso639_3
tsc,tsc,Tswa,iso639_3
tsd,tsd,Tsakonian,iso639_3
tse,tse,Tunisian Sign Language,iso639_3
tsg,tsg,Tausug,iso639_3
tsh,tsh,Tsuvan,iso639_3
tsi,tsi,Tsimshian,iso639_3
tsj,tsj,Tshangla,iso639_3
tsk,tsk,Tseku,iso639_3
tsl,tsl,Ts'ün-Lao,iso639_3
tsm,tsm,Turkish Sign Language,iso639_3
tsn,tsn,Tswana,iso639_3
tso,tso,Tsonga,iso639_3
tsp,tsp,Northern Toussian,iso639_3
tsq,tsq,Thai Sign Language,iso639_3
tsr,tsr,Akei,iso639_3
tss,tss,Taiwan Sign Language,iso639_3
tst,tst,Tondi Songway Kiini,iso639_3
tsu,tsu,Tsou,iso639_3
tsv,tsv,Tsogo,iso639_3
tsw,tsw,Tsishingini,iso639_3
tsx,tsx,Mubami,iso639_3
tsy,tsy,Tebul Sign Language,iso639_3
tsz,tsz,Purepecha,iso639_3
tta,tta,Tutelo,iso639_3
ttb,ttb,Gaa,iso639_3
ttc,ttc,Tektiteko,iso639_3
ttd,ttd,Tauade,iso639_3
tte,tte,Bwanabwana,iso639_3
ttf,ttf,Tuotomb,iso639_3
ttg,ttg,Tutong,iso639_3
tth,tth,Upper Ta'oih,iso639_3
tti,tti,Tobati,iso639_3
ttj,ttj,Tooro,iso639_3
ttk,ttk,Totoro,iso639_3
ttl,ttl,Totela,iso639_3
ttm,ttm,Northern Tutchone,iso639_3
ttn,ttn,Towei,iso639_3
tto,tto,Lower Ta'oih,iso639_3
ttp,ttp,Tombelala,iso639_3
ttq,ttq,Tawallammat Tamajaq,iso639_3
ttr,ttr,Tera,iso639_3
tts,tts,Northeastern Thai,iso639_3
ttt,ttt,Muslim Tat,iso639_3
ttu,ttu,Torau,iso639_3
ttv,ttv,Titan,iso639_3
ttw,ttw,Long Wat,iso639_3
tty,tty,Sikaritai,iso639_3
ttz,ttz,Tsum,iso639_3
tua,tua,Wiarumus,iso639_3
tub,tub,Tübatulabal,iso639_3
tuc,tuc,Mutu,iso639_3
tud,tud,Tuxá,iso639_3
tue,tue,Tuyuca,iso639_3
tuf,tuf,Central Tunebo,iso639_3
tug,tug,Tunia,iso639_3
tuh,tuh,Taulil,iso639_3
tui,tui,Tupuri,iso639_3
tuj,tuj,Tugutil,iso639_3
tuk,tuk,Turkmen,iso639_3
tul,tul,Tula,iso639_3
tum,tum,Tumbuka,iso639_3
tun,tun,Tunica,iso639_3
tuo,tuo,Tucano,iso639_3
tup,tup,Tupi languages,iso639_5_collection
tuq,tuq,Tedaga,iso639_3
tur,tur,Turkish,iso639_3
tus,tus,Tuscarora,iso639_3
tut,tut,Altaic languages,iso639_5_collection
tuu,tuu,Tututni,iso639_3
tuv,tuv,Turkana,iso639_3
tuw,tuw,Tungus languages,iso639_5_collection
tux,tux,Tuxináwa,iso639_3
tuy,tuy,Tugen,iso639_3
tuz,tuz,Turka,iso639_3
tva,tva,Vaghua,iso639_3
tvd,tvd,Tsuvadi,iso639_3
tve,tve,Te'un,iso639_3
tvk,tvk,Southeast Ambrym,iso639_3
tvl,tvl,Tuvalu,iso639_3
tvm,tvm,Tela-Masbuar,iso639_3
tvn,tvn,Tavoyan,iso639_3
tvo,tvo,Tidore,iso639_3
tvs,tvs,Taveta,iso639_3
tvt,tvt,Tutsa Naga,iso639_3
tvu,tvu,Tunen,iso639_3
tvw,tvw,Sedoa,iso639_3
tvx,tvx,Taivoan,iso639_3
tvy,tvy,Timor Pidgin,iso639_3
twa,twa,Twana,iso639_3
twb,twb,Western Tawbuid,iso639_3
twc,twc,Teshenawa,iso639_3
twd,twd,Twents,iso639_3
twe,twe,Tewa (Indonesia),iso639_3
twf,twf,Northern Tiwa,iso639_3
twg,twg,Tereweng,iso639_3
twh,twh,Tai Dón,iso639_3
twi,twi,Twi,iso639_3
twl,twl,Tawara,iso639_3
twm,twm,Tawang Monpa,iso639_3
twn,twn,Twendi,iso639_3
two,two,Tswapong,iso639_3
twp,twp,Ere,iso639_3
twq,twq,Tasawaq,iso639_3
twr,twr,Southwestern Tarahumara,iso639_3
twt,twt,Turiwára,iso639_3
twu,twu,Termanu,iso639_3
tww,tww,Tuwari,iso639_3
twx,twx,Tewe,iso639_3
twy,twy,Tawoyan,iso639_3
txa,txa,Tombonuo,iso639_3
txb,txb,Tokharian B,iso639_3
txc,txc,Tsetsaut,iso639_3
txe,txe,Totoli,iso639_3
txg,txg,Tangut,iso639_3
txh,txh,Thracian,iso639_3
txi,txi,Ikpeng,iso639_3
txj,txj,Tarjumo,iso639_3
txm,txm,Tomini,iso639_3
txn,txn,West Tarangan,iso639_3
txo,txo,Toto,iso639_3
txq,txq,Tii,iso639_3
txr,txr,Tartessian,iso639_3
txs,txs,Tonsea,iso639_3
txt,txt,Citak,iso639_3
txu,txu,Kayapó,iso639_3
txx,txx,Tatana,iso639_3
txy,txy,Tanosy Malagasy,iso639_3
tya,tya,Tauya,iso639_3
tye,tye,Kyanga,iso639_3
tyh,tyh,O'du,iso639_3
tyi,tyi,Teke-Tsaayi,iso639_3
tyj,tyj,Tai Do,iso639_3
tyl,tyl,Thu Lao,iso639_3
tyn,tyn,Kombai,iso639_3
typ,typ,Thaypan,iso639_3
tyr,tyr,Tai Daeng,iso639_3
tys,tys,Tày Sa Pa,iso639_3
tyt,tyt,Tày Tac,iso639_3
tyu,tyu,Kua,iso639_3
tyv,tyv,Tuvinian,iso639_3
tyx,tyx,Teke-Tyee,iso639_3
tyy,tyy,Tiyaa,iso639_3
tyz,tyz,Tày,iso639_3
tza,tza,Tanzanian Sign Language,iso639_3
tzh,tzh,Tzeltal,iso639_3
tzj,tzj,Tz'utujil,iso639_3
tzl,tzl,Talossan,iso639_3
tzm,tzm,Central Atlas Tamazight,iso639_3
tzn,tzn,Tugun,iso639_3
tzo,tzo,Tzotzil,iso639_3
tzx,tzx,Tabriak,iso639_3
uam,uam,Uamué,iso639_3
uan,uan,Kuan,iso639_3
uar,uar,Tairuma,iso639_3
uba,uba,Ubang,iso639_3
ubi,ubi,Ubi,iso639_3
ubl,ubl,Buhi'non Bikol,iso639_3
ubr,ubr,Ubir,iso639_3
ubu,ubu,Umbu-Ungu,iso639_3
uby,uby,Ubykh,iso639_3
uda,uda,Uda,iso639_3
ude,ude,Udihe,iso639_3
udg,udg,Muduga,iso639_3
udi,udi,Udi,iso639_3
udj,udj,Ujir,iso639_3
udl,udl,Wuzlam,iso639_3
udm,udm,Udmurt,iso639_3
udu,udu,Uduk,iso639_3
ues,ues,Kioko,iso639_3
ufi,ufi,Ufim,iso639_3
uga,uga,Ugaritic,iso639_3
ugb,ugb,Kuku-Ugbanh,iso639_3
uge,uge,Ughele,iso639_3
ugh,ugh,Kubachi,iso639_3
ugn,ugn,Ugandan Sign Language,iso639_3
ugo,ugo,Ugong,iso639_3
ugy,ugy,Uruguayan Sign Language,iso639_3
uha,uha,Uhami,iso639_3
uhn,uhn,Damal,iso639_3
uig,uig,Uighur,iso639_3
uis,uis,Uisai,iso639_3
uiv,uiv,Iyive,iso639_3
uji,uji,Tanjijili,iso639_3
uka,uka,Kaburi,iso639_3
ukg,ukg,Ukuriguma,iso639_3
ukh,ukh,Ukhwejo,iso639_3
uki,uki,Kui (India),iso639_3
ukk,ukk,Muak Sa-aak,iso639_3
ukl,ukl,Ukrainian Sign Language,iso639_3
ukp,ukp,Ukpe-Bayobiri,iso639_3
ukq,ukq,Ukwa,iso639_3
ukr,ukr,Ukrainian,iso639_3
uks,uks,Urubú-Kaapor Sign Language,iso639_3
uku,uku,Ukue,iso639_3
ukv,ukv,Kuku,iso639_3
ukw,ukw,Ukwuani-Aboh-Ndoni,iso639_3
uky,uky,Kuuk-Yak,iso639_3
ula,ula,Fungwa,iso639_3
ulb,ulb,Ulukwumi,iso639_3
ulc,ulc,Ulch,iso639_3
ule,ule,Lule,iso639_3
ulf,ulf,Usku,iso639_3
uli,uli,Ulithian,iso639_3
ulk,ulk,Meriam Mir,iso639_3
ull,ull,Ullatan,iso639_3
ulm,ulm,Ulumanda',iso639_3
uln,uln,Unserdeutsch,iso639_3
ulu,ulu,Uma' Lung,iso639_3
ulw,ulw,Ulwa,iso639_3
uma,uma,Umatilla,iso639_3
umb,umb,Umbundu,iso639_3
umc,umc,Marrucinian,iso639_3
umd,umd,Umbindhamu,iso639_3
umg,umg,Morrobalama,iso639_3
umi,umi,Ukit,iso639_3
